profile_id,education_level,OL_subject_0_score,OL_subject_1_score,OL_subject_2_score,OL_subject_3_score,AL_stream,AL_subject_0_score,AL_subject_1_score,AL_subject_2_score,university_score,gpa
2606,1,4,69,71,92,4,,,,,
2607,1,60,51,95,80,0,66,38,80,,
2608,1,72,76,42,97,0,86,16,69,,
2609,0,97,33,46,96,,,,,,
2610,2,82,28,17,73,4,,,,76,3.48
2611,0,24,76,61,87,,,,,,
2612,1,37,19,19,63,1,6,34,,,
2613,1,77,78,87,74,2,,,,,
2614,2,84,71,89,78,4,,,,83,3.41
2615,1,54,58,8,0,4,,,,,
2616,2,35,68,23,26,1,55,53,,70,2.6
2617,2,47,85,59,17,1,2,78,,89,3.9
2618,0,61,90,18,67,,,,,,
2619,0,71,11,35,11,,,,,,
2620,0,59,76,72,79,,,,,,
2621,2,99,8,92,2,1,40,73,,86,3.15
2622,2,93,95,39,89,4,,,,68,3.06
2623,1,43,61,77,45,4,,,,,
2624,1,28,62,63,93,4,,,,,
2625,0,29,95,49,8,,,,,,
2626,0,18,33,28,42,,,,,,
2627,1,53,15,45,97,0,33,19,37,,
2628,1,9,46,34,62,2,,,,,
2629,0,85,60,23,88,,,,,,
2630,0,37,1,64,11,,,,,,
2631,1,56,99,19,93,3,,,,,
2632,1,41,10,10,16,2,,,,,
2633,2,21,43,17,45,1,75,34,,68,2.88
2634,2,61,51,7,5,4,,,,64,3.45
2635,2,1,25,84,82,4,,,,90,2.84
2636,1,53,44,13,38,4,,,,,
2637,1,41,37,87,48,4,,,,,
2638,1,12,18,90,76,1,49,58,,,
2639,1,28,24,57,52,2,,,,,
2640,1,0,92,96,65,1,57,13,,,
2641,1,75,63,31,7,0,7,27,82,,
2642,2,3,90,7,88,0,40,44,71,81,2.96
2643,2,32,40,35,62,2,,,,87,3.3
2644,2,86,58,82,9,4,,,,77,2.45
2645,1,95,76,7,11,3,,,,,
2646,2,97,15,22,36,3,,,,99,2.92
2647,1,90,48,30,24,3,,,,,
2648,0,45,95,3,84,,,,,,
2649,0,5,93,8,99,,,,,,
2650,2,90,41,55,39,3,,,,73,2.82
2651,2,85,13,67,39,3,,,,99,3.61
2652,1,83,2,31,9,1,14,28,,,
2653,0,57,65,67,8,,,,,,
2654,1,13,71,96,41,2,,,,,
2655,0,94,60,32,95,,,,,,
2656,2,7,22,20,78,2,,,,95,3.06
2657,2,33,52,95,29,4,,,,60,3.22
2658,1,27,48,65,30,0,38,20,35,,
2659,2,8,19,76,41,3,,,,91,2.91
2660,2,96,1,85,63,4,,,,84,3.46
2661,0,61,38,34,21,,,,,,
2662,2,98,67,33,52,2,,,,74,2.44
2663,2,75,58,73,87,0,2,84,21,74,3.06
2664,0,31,29,25,77,,,,,,
2665,2,47,7,31,98,3,,,,90,3.12
2666,0,68,55,42,62,,,,,,
2667,0,25,97,75,22,,,,,,
2668,2,13,63,15,14,1,4,85,,79,3.6
2669,1,91,42,37,28,4,,,,,
2670,1,47,79,56,92,4,,,,,
2671,1,91,91,73,29,2,,,,,
2672,1,83,75,70,36,2,,,,,
2673,0,41,28,42,39,,,,,,
2674,0,66,48,75,77,,,,,,
2675,2,8,93,39,4,1,98,3,,61,3.24
2676,0,84,63,19,49,,,,,,
2677,0,66,1,93,74,,,,,,
2678,2,98,72,72,75,1,79,3,,63,3.36
2679,1,38,20,54,77,3,,,,,
2680,1,77,1,26,41,0,99,48,27,,
2681,1,43,47,27,90,2,,,,,
2682,1,67,21,19,68,4,,,,,
2683,1,20,16,58,6,4,,,,,
2684,1,45,82,94,34,2,,,,,
2685,0,0,69,70,19,,,,,,
2686,2,78,6,4,39,2,,,,89,3.28
2687,2,81,65,88,44,0,10,51,60,70,3.42
2688,2,95,24,81,50,1,33,16,,69,2.55
2689,1,6,13,32,34,1,14,58,,,
2690,2,50,77,2,15,2,,,,73,3.35
2691,1,0,34,46,35,1,29,44,,,
2692,2,13,2,4,32,0,2,3,83,80,2.83
2693,1,99,42,35,45,4,,,,,
2694,2,86,36,67,31,1,36,25,,90,3.32
2695,1,34,43,30,21,1,40,2,,,
2696,0,62,27,26,22,,,,,,
2697,1,45,0,99,91,2,,,,,
2698,1,14,46,91,5,4,,,,,
2699,2,90,28,87,92,3,,,,95,3.15
2700,0,62,1,19,90,,,,,,
2701,1,18,84,60,36,0,70,36,58,,
2702,2,93,17,32,23,3,,,,81,2.82
2703,0,78,89,86,48,,,,,,
2704,2,91,3,53,65,2,,,,62,3.49
2705,2,45,48,81,92,2,,,,80,3.63
2706,2,38,72,13,44,2,,,,69,3.12
2707,0,86,42,63,61,,,,,,
2708,0,63,1,72,36,,,,,,
2709,0,86,53,16,71,,,,,,
2710,0,57,47,88,55,,,,,,
2711,1,60,59,14,11,3,,,,,
2712,2,72,51,35,96,3,,,,71,3.12
2713,1,39,89,10,87,1,73,89,,,
2714,1,94,64,94,33,0,9,65,50,,
2715,0,53,4,39,82,,,,,,
2716,1,30,78,87,70,3,,,,,
2717,0,94,14,89,98,,,,,,
2718,0,43,77,31,15,,,,,,
2719,1,51,43,95,82,2,,,,,
2720,2,9,77,77,36,1,92,49,,92,2.67
2721,1,72,8,90,70,2,,,,,
2722,0,23,2,7,16,,,,,,
2723,1,50,44,4,50,1,45,72,,,
2724,1,17,34,38,21,4,,,,,
2725,2,6,55,30,70,0,47,74,27,97,3.74
2726,2,61,92,31,39,1,39,35,,66,3.17
2727,1,42,49,9,70,1,60,24,,,
2728,2,46,65,62,29,1,5,23,,60,3.3
2729,1,27,39,27,97,3,,,,,
2730,1,89,0,58,1,0,91,78,21,,
2731,1,94,77,34,45,3,,,,,
2732,0,87,9,91,47,,,,,,
2733,0,17,88,81,51,,,,,,
2734,0,71,85,15,16,,,,,,
2735,2,41,30,23,10,0,47,62,98,64,2.93
2736,1,49,29,43,93,1,17,63,,,
2737,2,85,72,16,97,1,68,30,,96,3.38
2738,2,15,73,78,15,1,32,96,,63,3.31
2739,1,97,25,30,23,4,,,,,
2740,1,1,63,4,10,4,,,,,
2741,0,89,75,36,13,,,,,,
2742,2,32,15,79,42,0,52,24,11,69,4.0
2743,2,7,20,21,57,3,,,,94,3.32
2744,2,17,59,81,6,1,30,61,,89,3.66
2745,1,71,62,76,66,1,45,38,,,
2746,2,81,14,80,41,2,,,,70,3.75
2747,0,42,17,10,22,,,,,,
2748,1,47,9,0,72,1,70,77,,,
2749,0,13,69,74,83,,,,,,
2750,2,6,31,32,9,0,39,61,71,68,3.39
2751,0,80,73,75,56,,,,,,
2752,2,46,31,78,75,4,,,,84,2.8
2753,2,55,11,73,90,4,,,,65,3.47
2754,0,65,58,6,99,,,,,,
2755,2,73,13,59,75,1,91,16,,96,2.86
2756,0,27,91,89,26,,,,,,
2757,0,71,65,14,33,,,,,,
2758,1,72,5,58,65,4,,,,,
2759,2,94,36,73,73,3,,,,66,2.69
2760,0,94,43,17,12,,,,,,
2761,1,20,40,66,35,2,,,,,
2762,0,78,8,96,79,,,,,,
2763,0,16,69,95,70,,,,,,
2764,2,58,40,85,56,4,,,,66,3.14
2765,2,44,92,43,53,1,6,57,,62,2.79
2766,0,34,80,70,58,,,,,,
2767,0,17,68,77,81,,,,,,
2768,0,52,22,42,92,,,,,,
2769,0,62,12,37,79,,,,,,
2770,1,72,92,46,84,4,,,,,
2771,0,22,14,91,82,,,,,,
2772,2,18,35,38,73,3,,,,72,3.18
2773,1,16,2,60,80,0,47,99,64,,
2774,1,62,93,6,38,3,,,,,
2775,0,40,58,63,81,,,,,,
2776,0,98,58,35,35,,,,,,
2777,2,39,73,7,78,4,,,,62,2.9
2778,1,19,43,17,51,0,72,56,43,,
2779,2,46,66,81,40,0,27,23,6,94,3.32
2780,2,60,29,95,10,4,,,,74,2.9
2781,1,98,79,37,14,1,4,27,,,
2782,1,57,16,97,6,1,98,7,,,
2783,1,21,20,25,76,1,14,48,,,
2784,0,47,15,99,13,,,,,,
2785,0,75,49,24,74,,,,,,
2786,1,17,25,41,48,2,,,,,
2787,1,89,67,85,22,3,,,,,
2788,0,21,62,7,82,,,,,,
2789,0,36,88,39,0,,,,,,
2790,0,67,64,16,11,,,,,,
2791,0,87,70,56,13,,,,,,
2792,0,46,37,23,70,,,,,,
2793,1,90,95,79,43,1,81,43,,,
2794,1,52,81,36,20,3,,,,,
2795,2,10,96,31,38,4,,,,88,3.8
2796,2,5,37,0,18,0,16,98,34,67,2.96
2797,0,10,23,19,16,,,,,,
2798,0,22,41,35,29,,,,,,
2799,0,16,84,59,68,,,,,,
2800,0,34,58,68,3,,,,,,
2801,1,55,12,72,67,4,,,,,
2802,2,14,59,9,2,3,,,,68,3.01
2803,2,41,12,24,45,4,,,,64,2.8
2804,0,59,46,26,49,,,,,,
2805,1,57,67,36,51,4,,,,,
2806,1,64,26,36,46,2,,,,,
2807,1,44,31,77,93,4,,,,,
2808,0,71,46,95,1,,,,,,
2809,0,94,20,7,78,,,,,,
2810,2,26,23,65,87,3,,,,78,3.59
2811,1,3,79,13,77,1,91,78,,,
2812,2,9,91,12,33,2,,,,91,3.22
2813,1,79,97,86,57,4,,,,,
2814,1,77,45,54,75,0,3,48,42,,
2815,0,27,94,72,31,,,,,,
2816,1,34,12,32,64,4,,,,,
2817,0,28,98,11,48,,,,,,
2818,1,45,94,91,95,1,71,79,,,
2819,1,48,80,93,35,0,13,32,49,,
2820,2,95,38,87,87,0,38,85,42,93,3.51
2821,1,54,25,71,4,1,12,95,,,
2822,2,15,49,89,36,4,,,,70,3.35
2823,1,42,77,58,37,2,,,,,
2824,2,26,53,78,80,2,,,,88,3.28
2825,1,34,18,20,77,1,37,75,,,
2826,0,59,62,95,59,,,,,,
2827,1,6,84,79,28,4,,,,,
2828,0,4,95,90,15,,,,,,
2829,1,75,83,75,78,0,69,89,3,,
2830,2,19,42,19,64,1,98,65,,61,3.77
2831,2,31,46,36,5,3,,,,61,3.15
2832,0,19,55,10,7,,,,,,
2833,0,62,76,28,23,,,,,,
2834,1,72,39,33,12,0,20,92,20,,
2835,2,81,16,99,33,0,52,31,41,88,2.55
2836,2,30,89,34,80,0,18,57,98,66,3.63
2837,2,64,33,22,77,4,,,,67,3.05
2838,2,33,73,43,10,2,,,,67,2.85
2839,2,99,18,76,8,3,,,,85,3.33
2840,0,64,15,32,15,,,,,,
2841,1,25,34,47,50,3,,,,,
2842,0,97,49,10,33,,,,,,
2843,1,61,34,59,62,0,42,85,30,,
2844,1,85,29,51,50,1,58,89,,,
2845,0,57,18,77,30,,,,,,
2846,2,10,57,76,42,3,,,,74,3.52
2847,1,35,46,73,3,3,,,,,
2848,0,98,36,16,56,,,,,,
2849,2,75,74,36,25,0,53,37,28,71,3.17
2850,2,51,21,47,68,0,10,57,0,79,2.39
2851,0,71,21,49,50,,,,,,
2852,0,36,45,10,69,,,,,,
2853,2,63,64,55,29,3,,,,82,3.34
2854,0,60,86,6,12,,,,,,
2855,2,48,33,33,8,1,87,9,,77,2.61
2856,1,10,17,15,27,3,,,,,
2857,1,52,94,3,65,0,93,55,99,,
2858,0,21,47,73,61,,,,,,
2859,2,11,94,62,99,3,,,,76,3.16
2860,2,25,94,91,66,2,,,,76,3.27
2861,0,65,9,60,87,,,,,,
2862,2,51,59,77,77,2,,,,98,3.3
2863,1,45,88,48,2,3,,,,,
2864,0,59,52,39,37,,,,,,
2865,1,98,53,90,62,1,88,82,,,
2866,0,90,95,15,89,,,,,,
2867,0,20,43,93,46,,,,,,
2868,2,54,95,80,15,3,,,,91,3.35
2869,0,67,73,63,98,,,,,,
2870,0,64,49,9,64,,,,,,
2871,2,6,31,66,75,2,,,,77,3.25
2872,2,76,23,95,94,3,,,,69,3.5
2873,1,5,74,62,91,1,57,32,,,
2874,0,6,26,98,82,,,,,,
2875,0,47,28,48,48,,,,,,
2876,2,4,25,14,79,3,,,,76,3.5
2877,1,50,36,78,53,3,,,,,
2878,1,48,28,80,9,2,,,,,
2879,0,16,49,75,62,,,,,,
2880,2,52,17,66,40,2,,,,64,2.56
2881,1,96,35,10,22,3,,,,,
2882,1,99,11,94,75,3,,,,,
2883,2,49,41,91,32,3,,,,92,2.82
2884,0,10,41,92,52,,,,,,
2885,0,1,12,35,78,,,,,,
2886,2,9,17,59,63,3,,,,83,2.9
2887,0,61,71,52,56,,,,,,
2888,2,58,13,59,52,3,,,,77,3.15
2889,0,86,49,19,11,,,,,,
2890,1,39,61,61,79,3,,,,,
2891,1,21,43,2,17,1,46,21,,,
2892,0,23,30,36,15,,,,,,
2893,2,88,44,28,69,0,43,51,15,62,2.63
2894,0,54,84,2,70,,,,,,
2895,0,88,32,78,18,,,,,,
2896,0,35,4,17,91,,,,,,
2897,2,68,43,14,79,2,,,,68,2.95
2898,1,62,9,70,28,2,,,,,
2899,1,90,51,86,22,3,,,,,
2900,1,71,49,43,73,4,,,,,
2901,1,94,27,36,94,3,,,,,
2902,0,54,25,34,9,,,,,,
2903,2,97,0,5,0,4,,,,81,3.66
2904,1,97,52,8,90,4,,,,,
2905,0,67,52,43,47,,,,,,
2906,2,2,88,79,23,4,,,,86,3.84
2907,2,81,77,40,7,0,11,55,96,76,3.45
2908,0,14,75,95,26,,,,,,
2909,0,36,56,79,16,,,,,,
2910,2,0,77,4,79,3,,,,65,3.53
2911,2,40,74,55,90,2,,,,82,2.99
2912,0,87,14,51,66,,,,,,
2913,1,67,5,72,27,2,,,,,
2914,1,16,44,51,66,0,76,28,60,,
2915,1,43,50,39,40,1,64,44,,,
2916,0,3,12,5,11,,,,,,
2917,2,13,34,99,73,4,,,,91,3.45
2918,0,25,61,11,65,,,,,,
2919,1,51,95,48,32,4,,,,,
2920,1,42,89,65,65,1,32,4,,,
2921,1,41,53,48,38,2,,,,,
2922,2,64,58,25,96,4,,,,89,3.57
2923,1,39,59,12,78,4,,,,,
2924,2,82,49,12,57,4,,,,73,2.93
2925,1,29,56,35,47,4,,,,,
2926,1,95,64,73,90,4,,,,,
2927,0,51,69,19,47,,,,,,
2928,0,56,86,44,53,,,,,,
2929,0,66,92,18,64,,,,,,
2930,0,0,82,21,20,,,,,,
2931,2,68,62,84,65,3,,,,87,2.79
2932,0,56,85,24,3,,,,,,
2933,0,97,87,90,84,,,,,,
2934,2,70,84,86,64,2,,,,82,2.99
2935,0,97,30,81,61,,,,,,
2936,1,62,35,45,3,3,,,,,
2937,0,12,54,47,9,,,,,,
2938,2,88,44,24,73,1,7,91,,81,3.18
2939,2,88,52,26,8,2,,,,75,3.51
2940,0,96,63,64,0,,,,,,
2941,2,13,76,22,49,3,,,,85,2.88
2942,1,33,65,13,41,1,65,54,,,
2943,2,6,78,8,64,3,,,,96,3.31
2944,2,85,75,70,92,3,,,,88,3.7
2945,2,61,84,36,95,0,14,58,85,86,3.06
2946,0,73,64,36,6,,,,,,
2947,1,28,90,90,78,1,44,27,,,
2948,2,99,16,18,57,2,,,,98,2.7
2949,0,54,64,29,7,,,,,,
2950,2,36,29,86,79,4,,,,63,3.21
2951,0,45,37,96,30,,,,,,
2952,0,64,71,18,23,,,,,,
2953,2,12,44,93,65,2,,,,87,2.78
2954,0,13,25,90,98,,,,,,
2955,0,61,15,84,41,,,,,,
2956,1,44,19,85,37,4,,,,,
2957,1,31,90,78,28,3,,,,,
2958,2,44,18,37,34,2,,,,79,2.51
2959,0,50,51,28,85,,,,,,
2960,0,85,81,78,30,,,,,,
2961,2,41,77,51,5,3,,,,98,3.6
2962,2,63,41,70,81,2,,,,81,3.46
2963,0,59,62,30,33,,,,,,
2964,2,14,36,8,24,4,,,,95,2.93
2965,0,62,43,0,93,,,,,,
2966,2,62,51,36,85,2,,,,84,3.4
2967,0,48,38,45,43,,,,,,
2968,2,1,71,63,36,3,,,,92,3.22
2969,0,95,47,19,39,,,,,,
2970,0,7,57,5,41,,,,,,
2971,0,6,1,10,91,,,,,,
2972,0,31,31,14,96,,,,,,
2973,1,70,26,42,77,0,36,35,59,,
2974,0,24,26,89,6,,,,,,
2975,2,49,1,66,62,2,,,,62,3.5
2976,1,15,68,39,1,4,,,,,
2977,0,50,69,15,42,,,,,,
2978,1,57,61,40,80,4,,,,,
2979,1,81,14,76,81,2,,,,,
2980,1,84,53,86,30,1,77,47,,,
2981,0,81,40,50,98,,,,,,
2982,2,66,62,79,93,0,83,54,5,93,3.32
2983,1,88,61,20,85,1,16,68,,,
2984,2,49,10,19,13,3,,,,72,3.69
2985,2,30,28,4,99,1,77,22,,79,3.89
2986,0,68,99,36,47,,,,,,
2987,2,24,77,44,44,4,,,,63,2.88
2988,0,17,69,54,9,,,,,,
2989,1,21,17,28,28,2,,,,,
2990,0,33,15,88,2,,,,,,
2991,0,59,41,11,40,,,,,,
2992,0,70,2,90,27,,,,,,
2993,0,7,63,61,43,,,,,,
2994,1,12,14,59,34,4,,,,,
2995,1,84,7,25,46,2,,,,,
2996,1,12,21,77,0,4,,,,,
2997,1,61,93,48,45,1,56,4,,,
2998,1,77,73,50,77,2,,,,,
2999,1,89,45,88,55,1,28,0,,,
3000,0,28,39,66,19,,,,,,
3001,2,67,20,61,20,3,,,,68,3.24
3002,1,9,92,35,10,4,,,,,
3003,1,83,51,2,50,1,72,65,,,
3004,2,37,36,66,99,2,,,,74,3.44
3005,2,86,44,8,47,4,,,,75,2.49
3006,1,19,0,88,15,4,,,,,
3007,1,64,55,66,3,0,43,66,56,,
3008,0,3,74,16,69,,,,,,
3009,2,77,7,51,10,0,40,79,45,68,3.89
3010,0,55,37,62,37,,,,,,
3011,2,79,58,24,94,3,,,,92,2.87
3012,1,83,94,2,3,0,3,87,53,,
3013,0,60,65,52,72,,,,,,
3014,1,74,13,94,51,0,11,13,93,,
3015,0,93,45,74,21,,,,,,
3016,1,1,77,72,23,4,,,,,
3017,0,27,42,53,3,,,,,,
3018,0,30,10,29,95,,,,,,
3019,0,17,42,63,59,,,,,,
3020,2,31,54,76,64,1,20,28,,93,3.39
3021,0,61,28,85,43,,,,,,
3022,2,97,42,26,90,2,,,,89,3.27
3023,0,34,23,74,92,,,,,,
3024,0,69,87,42,15,,,,,,
3025,0,28,48,14,46,,,,,,
3026,1,64,62,0,84,1,26,53,,,
3027,1,85,0,34,27,4,,,,,
3028,0,89,61,54,22,,,,,,
3029,2,66,53,0,78,1,34,91,,87,3.28
3030,0,40,38,47,16,,,,,,
3031,0,12,64,75,29,,,,,,
3032,0,42,57,28,78,,,,,,
3033,2,3,14,3,85,2,,,,85,3.83
3034,1,51,0,67,83,1,74,8,,,
3035,2,9,40,92,73,2,,,,79,3.06
3036,0,59,9,10,15,,,,,,
3037,0,98,10,6,89,,,,,,
3038,0,48,93,71,95,,,,,,
3039,2,0,35,7,13,2,,,,90,3.11
3040,0,39,56,66,70,,,,,,
3041,2,7,25,22,51,2,,,,94,3.06
3042,1,51,43,32,74,3,,,,,
3043,2,58,53,19,16,4,,,,97,3.78
3044,0,2,86,41,50,,,,,,
3045,0,22,82,57,51,,,,,,
3046,0,45,2,1,96,,,,,,
3047,2,44,66,4,67,3,,,,85,3.26
3048,2,24,74,56,88,1,80,81,,74,3.14
3049,2,92,19,0,4,3,,,,62,3.69
3050,2,1,55,50,62,0,24,64,24,62,2.47
3051,2,51,78,49,50,2,,,,85,3.39
3052,0,21,94,71,61,,,,,,
3053,1,31,56,83,20,0,60,13,28,,
3054,2,37,1,64,97,1,10,63,,94,3.75
3055,0,67,50,44,42,,,,,,
3056,2,37,37,66,69,4,,,,76,3.22
3057,1,3,27,88,46,4,,,,,
3058,0,21,7,94,95,,,,,,
3059,1,20,25,95,0,0,54,12,19,,
3060,1,23,40,28,43,0,11,60,64,,
3061,0,40,32,95,64,,,,,,
3062,0,18,34,70,24,,,,,,
3063,1,92,79,50,88,3,,,,,
3064,2,24,99,78,36,1,15,4,,64,3.04
3065,1,12,97,61,73,1,47,46,,,
3066,2,3,57,24,98,3,,,,84,2.46
3067,0,90,20,18,19,,,,,,
3068,2,86,7,64,22,4,,,,99,3.41
3069,1,51,21,76,9,3,,,,,
3070,2,5,96,32,84,1,37,6,,87,3.02
3071,1,29,83,24,14,0,90,59,10,,
3072,1,55,15,62,79,4,,,,,
3073,0,61,65,68,25,,,,,,
3074,0,95,1,69,71,,,,,,
3075,0,11,76,94,79,,,,,,
3076,2,59,44,76,86,0,99,58,12,97,3.36
3077,2,78,70,4,83,1,92,1,,70,2.88
3078,1,53,84,99,20,2,,,,,
3079,2,94,13,3,86,0,18,46,72,74,3.37
3080,0,53,82,2,76,,,,,,
3081,0,39,22,71,15,,,,,,
3082,1,70,15,46,93,2,,,,,
3083,1,39,72,51,52,0,21,17,93,,
3084,1,10,92,21,77,2,,,,,
3085,0,95,84,73,91,,,,,,
3086,2,35,5,94,46,4,,,,99,3.15
3087,2,5,4,35,40,4,,,,60,3.08
3088,2,99,69,91,73,3,,,,96,3.71
3089,2,86,16,82,94,0,6,27,45,71,2.78
3090,2,38,55,42,16,2,,,,85,3.38
3091,1,81,98,50,23,3,,,,,
3092,1,28,94,20,5,0,22,39,50,,
3093,0,46,30,61,6,,,,,,
3094,1,74,27,97,55,0,75,2,7,,
3095,2,20,99,40,71,4,,,,74,3.15
3096,1,57,18,95,56,4,,,,,
3097,2,37,34,99,19,3,,,,81,3.61
3098,1,69,30,48,6,0,22,65,59,,
3099,0,78,92,23,25,,,,,,
3100,1,0,36,15,59,4,,,,,
3101,0,30,82,66,62,,,,,,
3102,0,6,43,46,89,,,,,,
3103,1,37,9,77,11,1,49,18,,,
3104,2,92,20,6,66,1,98,99,,97,2.9
3105,0,61,7,26,83,,,,,,
3106,2,33,50,87,40,2,,,,92,3.3
3107,0,72,20,46,28,,,,,,
3108,0,71,23,0,13,,,,,,
3109,0,79,43,63,16,,,,,,
3110,1,53,91,12,29,4,,,,,
3111,1,32,0,72,90,3,,,,,
3112,0,67,36,41,15,,,,,,
3113,1,95,0,43,12,3,,,,,
3114,2,37,69,88,49,0,37,25,37,98,3.09
3115,2,83,63,15,63,1,23,62,,80,3.59
3116,0,87,67,24,26,,,,,,
3117,2,98,84,54,80,0,83,90,7,67,3.45
3118,1,32,28,61,3,2,,,,,
3119,0,19,29,48,36,,,,,,
3120,1,45,67,72,77,4,,,,,
3121,0,50,11,33,14,,,,,,
3122,1,93,37,98,72,4,,,,,
3123,0,3,34,66,80,,,,,,
3124,2,66,37,87,54,4,,,,97,2.85
3125,1,85,79,33,24,3,,,,,
3126,2,57,45,48,99,1,20,66,,80,3.71
3127,2,71,98,15,11,4,,,,93,3.44
3128,1,83,95,44,30,1,39,98,,,
3129,0,42,41,67,79,,,,,,
3130,0,92,93,33,54,,,,,,
3131,2,71,41,7,76,1,95,24,,92,2.64
3132,0,74,62,16,47,,,,,,
3133,0,66,19,11,51,,,,,,
3134,2,33,16,33,20,3,,,,98,2.97
3135,2,81,47,79,11,1,84,34,,92,3.49
3136,0,60,17,20,97,,,,,,
3137,1,57,20,37,79,4,,,,,
3138,0,8,17,45,3,,,,,,
3139,1,50,70,56,73,1,64,54,,,
3140,1,30,56,30,76,2,,,,,
3141,1,41,72,47,28,0,1,99,91,,
3142,0,39,46,78,99,,,,,,
3143,0,37,77,85,87,,,,,,
3144,1,3,83,49,46,0,59,77,95,,
3145,1,98,45,53,88,1,19,74,,,
3146,0,60,39,79,9,,,,,,
3147,2,76,13,72,96,4,,,,96,3.08
3148,1,54,62,88,94,4,,,,,
3149,0,73,26,58,55,,,,,,
3150,1,89,33,60,55,3,,,,,
3151,0,75,37,62,58,,,,,,
3152,1,67,76,95,77,1,87,5,,,
3153,2,44,41,19,19,4,,,,75,3.21
3154,0,74,36,18,45,,,,,,
3155,0,37,49,62,65,,,,,,
3156,1,37,71,73,94,2,,,,,
3157,1,16,58,28,70,4,,,,,
3158,1,60,20,89,10,0,64,10,0,,
3159,0,98,87,86,17,,,,,,
3160,0,82,84,37,32,,,,,,
3161,1,21,43,68,13,3,,,,,
3162,1,4,40,75,62,2,,,,,
3163,0,99,30,86,19,,,,,,
3164,1,52,34,98,15,2,,,,,
3165,1,88,87,75,57,0,17,71,63,,
3166,2,29,28,78,97,4,,,,70,3.14
3167,0,65,7,67,44,,,,,,
3168,2,47,8,8,95,4,,,,62,2.8
3169,0,82,47,93,82,,,,,,
3170,2,50,84,6,43,1,56,46,,89,3.44
3171,1,25,83,60,28,3,,,,,
3172,0,70,4,78,19,,,,,,
3173,0,84,99,79,29,,,,,,
3174,2,62,17,12,54,1,64,8,,71,3.66
3175,1,73,80,80,28,2,,,,,
3176,0,31,1,95,63,,,,,,
3177,1,34,93,86,90,4,,,,,
3178,0,94,78,93,38,,,,,,
3179,2,70,99,99,33,3,,,,76,3.39
3180,2,33,48,67,3,2,,,,90,2.99
3181,2,96,11,4,47,0,50,36,50,77,3.91
3182,2,83,71,14,86,4,,,,73,2.85
3183,2,50,75,64,52,3,,,,71,3.27
3184,1,44,45,62,26,1,91,67,,,
3185,0,98,34,35,50,,,,,,
3186,2,31,77,4,64,0,90,97,48,62,2.83
3187,0,50,78,40,37,,,,,,
3188,0,7,2,92,64,,,,,,
3189,2,24,16,75,81,3,,,,81,3.54
3190,0,66,90,93,24,,,,,,
3191,1,0,38,54,7,0,31,91,72,,
3192,0,92,82,89,44,,,,,,
3193,1,40,0,35,1,0,50,76,81,,
3194,0,68,20,14,21,,,,,,
3195,1,8,93,81,85,2,,,,,
3196,1,65,46,90,67,0,10,15,79,,
3197,2,72,91,14,27,0,99,35,99,65,3.31
3198,2,25,15,72,20,0,54,55,55,61,2.67
3199,2,22,38,20,10,4,,,,83,3.29
3200,2,53,32,37,20,3,,,,95,3.24
3201,0,9,55,8,31,,,,,,
3202,1,46,21,72,26,2,,,,,
3203,2,40,7,99,57,3,,,,69,3.03
3204,2,44,61,15,15,3,,,,71,2.79
3205,0,93,81,21,47,,,,,,
3206,2,19,26,17,23,1,27,81,,63,2.99
3207,2,19,91,57,60,1,4,92,,82,2.38
3208,0,27,52,61,33,,,,,,
3209,2,74,11,16,34,3,,,,65,3.22
3210,2,1,84,63,62,2,,,,73,3.21
3211,0,95,28,47,70,,,,,,
3212,0,94,8,88,3,,,,,,
3213,1,95,59,21,55,0,88,60,35,,
3214,0,74,2,17,27,,,,,,
3215,0,42,70,84,50,,,,,,
3216,2,4,15,66,61,0,49,62,47,63,2.71
3217,2,46,27,24,34,4,,,,96,3.03
3218,0,88,67,36,64,,,,,,
3219,1,22,77,83,70,1,88,79,,,
3220,1,49,5,2,6,1,47,29,,,
3221,2,3,47,3,65,3,,,,80,3.36
3222,1,50,20,3,42,2,,,,,
3223,2,84,24,75,27,4,,,,96,2.58
3224,2,35,82,66,20,1,11,84,,84,3.01
3225,2,73,78,15,11,3,,,,92,3.82
3226,2,77,41,49,36,4,,,,92,2.74
3227,2,63,42,25,69,3,,,,88,3.42
3228,0,27,57,71,56,,,,,,
3229,2,21,56,21,33,2,,,,98,3.53
3230,1,39,29,90,43,1,0,83,,,
3231,0,92,17,43,96,,,,,,
3232,1,11,40,56,37,2,,,,,
3233,1,10,89,22,16,4,,,,,
3234,1,47,37,14,32,1,86,50,,,
3235,0,71,79,1,11,,,,,,
3236,0,95,49,39,38,,,,,,
3237,2,34,99,30,47,4,,,,71,3.53
3238,0,16,80,61,17,,,,,,
3239,1,90,23,57,87,1,50,39,,,
3240,2,68,90,65,3,0,80,74,66,84,3.62
3241,2,5,92,54,72,3,,,,95,3.08
3242,2,68,50,43,24,4,,,,68,3.56
3243,1,94,96,93,4,3,,,,,
3244,1,50,58,87,7,1,1,84,,,
3245,2,18,78,0,23,4,,,,94,3.38
3246,0,92,65,1,47,,,,,,
3247,1,1,24,21,84,3,,,,,
3248,0,74,99,56,38,,,,,,
3249,2,25,77,39,32,3,,,,76,3.56
3250,2,31,32,87,46,2,,,,89,2.88
3251,2,45,0,74,27,2,,,,81,2.81
