@RELATION student_profiles

@ATTRIBUTE profile_id NUMERIC
@ATTRIBUTE education_level NUMERIC
@ATTRIBUTE OL_subject_0_score NUMERIC
@ATTRIBUTE OL_subject_2_score NUMERIC
@ATTRIBUTE OL_subject_3_score NUMERIC
@ATTRIBUTE OL_subject_1_score NUMERIC
@ATTRIBUTE OL_subject_5_score NUMERIC
@ATTRIBUTE OL_subject_4_score NUMERIC
@ATTRIBUTE AL_stream NUMERIC
@ATTRIBUTE AL_subject_0_score NUMERIC
@ATTRIBUTE AL_subject_1_score NUMERIC
@ATTRIBUTE AL_subject_2_score NUMERIC
@ATTRIBUTE university_score NUMERIC
@ATTRIBUTE gpa NUMERIC

@DATA
359, 0, 81, 82, 33, 37, 17, 38, null, null, null
360, 2, 57, 41, 43, 14, 98, 69, 2, 42, 31, 80, 78, 2.86
361, 2, 93, 37, 49, 83, 32, 18, 1, 42, 16, 10, 70, 3.29
362, 1, 10, 67, 9, 19, 73, 18, 1, 13, 91, 48, null, null
363, 2, 95, 67, 49, 95, 52, 59, 1, 64, 80, 91, 86, 3.84
364, 0, 44, 10, 38, 22, 4, 86, null, null, null
365, 1, 34, 67, 30, 69, 52, 61, 1, 66, 8, 88, null, null
366, 1, 69, 63, 94, 27, 90, 29, 2, 33, 99, 44, null, null
367, 2, 49, 4, 81, 92, 30, 37, 0, 63, 0, 37, 90, 3.0
368, 1, 79, 54, 51, 62, 52, 15, 2, 82, 15, 35, null, null
369, 0, 22, 79, 48, 34, 87, 1, null, null, null
370, 2, 80, 61, 67, 52, 53, 66, 4, 96, 65, 14, 92, 2.85
371, 0, 41, 60, 55, 64, 81, 96, null, null, null
372, 2, 72, 18, 1, 31, 1, 29, 3, 70, 32, 85, 86, 3.11
373, 1, 66, 85, 57, 80, 73, 8, 4, 42, 25, 31, null, null
374, 2, 61, 58, 4, 73, 66, 65, 1, 57, 3, 79, 82, 3.69
375, 2, 29, 58, 22, 66, 71, 19, 3, 40, 89, 84, 75, 2.92
376, 2, 74, 90, 68, 83, 86, 87, 3, 89, 75, 57, 67, 3.44
377, 0, 38, 52, 29, 30, 4, 39, null, null, null
378, 0, 26, 1, 73, 14, 62, 94, null, null, null
379, 0, 79, 94, 52, 54, 69, 27, null, null, null
380, 0, 24, 25, 46, 70, 63, 1, null, null, null
381, 2, 48, 58, 26, 43, 30, 2, 0, 23, 99, 31, 81, 3.65
382, 0, 84, 7, 34, 81, 35, 29, null, null, null
383, 1, 57, 10, 30, 69, 50, 17, 0, 72, 80, 33, null, null
384, 0, 66, 41, 29, 1, 68, 52, null, null, null
385, 0, 17, 34, 87, 19, 28, 1, null, null, null
386, 1, 55, 80, 52, 7, 55, 99, 3, 62, 94, 53, null, null
387, 2, 86, 66, 89, 87, 47, 48, 0, 54, 45, 75, 83, 4.0
388, 2, 34, 7, 58, 22, 63, 51, 0, 63, 79, 16, 77, 3.75
389, 0, 1, 3, 33, 72, 40, 27, null, null, null
390, 2, 90, 53, 91, 79, 19, 39, 4, 9, 80, 72, 83, 2.89
391, 0, 14, 91, 72, 44, 64, 66, null, null, null
392, 2, 58, 11, 48, 57, 33, 61, 2, 19, 62, 55, 62, 2.63
393, 2, 39, 16, 87, 92, 60, 8, 3, 36, 60, 72, 77, 3.82
394, 1, 4, 6, 43, 73, 86, 52, 3, 43, 77, 17, null, null
395, 2, 85, 63, 90, 89, 87, 95, 0, 51, 23, 8, 78, 3.07
396, 0, 93, 93, 12, 58, 69, 37, null, null, null
397, 2, 97, 26, 77, 92, 76, 7, 4, 99, 86, 98, 77, 3.14
398, 2, 22, 80, 78, 7, 15, 27, 3, 57, 72, 68, 77, 3.93
399, 1, 38, 29, 63, 69, 12, 72, 0, 2, 46, 32, null, null
400, 2, 97, 23, 37, 91, 81, 47, 2, 60, 38, 7, 83, 3.11
401, 1, 24, 41, 26, 41, 21, 56, 4, 7, 76, 17, null, null
402, 2, 46, 41, 33, 83, 0, 63, 4, 47, 58, 41, 70, 2.96
403, 0, 17, 57, 10, 95, 34, 91, null, null, null
404, 0, 95, 20, 8, 56, 97, 12, null, null, null
405, 1, 3, 2, 27, 4, 80, 3, 1, 2, 22, 36, null, null
406, 2, 53, 68, 53, 90, 11, 40, 3, 29, 12, 56, 61, 3.38
407, 2, 63, 62, 45, 59, 53, 40, 1, 99, 78, 20, 92, 3.64
408, 0, 80, 68, 62, 46, 72, 92, null, null, null
409, 0, 22, 43, 92, 6, 1, 7, null, null, null
410, 0, 27, 72, 56, 73, 14, 63, null, null, null
411, 2, 25, 93, 21, 38, 84, 34, 4, 91, 56, 16, 71, 3.41
412, 0, 41, 43, 39, 98, 74, 59, null, null, null
413, 1, 75, 8, 41, 36, 34, 96, 4, 39, 25, 86, null, null
414, 0, 50, 1, 2, 40, 42, 71, null, null, null
415, 1, 10, 91, 44, 31, 28, 96, 4, 55, 61, 7, null, null
416, 0, 95, 33, 45, 30, 2, 70, null, null, null
417, 2, 37, 88, 24, 28, 95, 41, 1, 90, 49, 0, 79, 3.26
418, 1, 90, 43, 34, 86, 97, 24, 2, 12, 86, 43, null, null
419, 1, 99, 56, 44, 66, 35, 56, 3, 72, 27, 77, null, null
420, 2, 75, 26, 10, 70, 6, 8, 0, 29, 99, 42, 71, 3.23
421, 2, 72, 15, 57, 42, 87, 32, 4, 16, 32, 6, 91, 3.18
422, 0, 40, 18, 36, 76, 5, 21, null, null, null
423, 0, 92, 24, 29, 26, 99, 65, null, null, null
424, 0, 91, 91, 58, 85, 95, 1, null, null, null
425, 1, 50, 60, 4, 90, 26, 86, 1, 57, 5, 75, null, null
426, 1, 39, 43, 98, 47, 65, 80, 3, 91, 51, 90, null, null
427, 2, 35, 74, 8, 16, 8, 40, 0, 72, 91, 45, 86, 2.97
428, 1, 14, 91, 5, 58, 25, 95, 1, 27, 40, 83, null, null
429, 0, 78, 99, 77, 18, 34, 68, null, null, null
430, 0, 91, 25, 92, 37, 3, 80, null, null, null
431, 2, 87, 67, 35, 92, 86, 91, 2, 72, 74, 87, 73, 3.5
432, 0, 51, 4, 63, 78, 69, 55, null, null, null
433, 0, 8, 50, 62, 58, 83, 97, null, null, null
434, 2, 86, 6, 8, 79, 46, 3, 2, 61, 87, 55, 80, 2.99
435, 2, 24, 76, 88, 77, 96, 23, 3, 81, 37, 46, 62, 3.18
436, 0, 65, 83, 94, 70, 2, 63, null, null, null
437, 2, 14, 60, 93, 20, 95, 3, 3, 65, 48, 92, 60, 4.0
438, 0, 26, 41, 40, 49, 17, 4, null, null, null
439, 0, 74, 41, 73, 49, 93, 11, null, null, null
440, 0, 5, 40, 53, 74, 36, 59, null, null, null
441, 2, 85, 13, 45, 2, 78, 12, 1, 15, 75, 92, 74, 3.27
442, 2, 92, 52, 91, 21, 3, 30, 3, 53, 93, 52, 80, 2.45
443, 0, 15, 77, 45, 85, 53, 32, null, null, null
444, 1, 6, 29, 66, 18, 57, 90, 1, 84, 76, 58, null, null
445, 2, 94, 28, 93, 45, 13, 21, 2, 78, 2, 53, 69, 3.01
446, 1, 57, 58, 60, 69, 32, 26, 2, 84, 19, 7, null, null
447, 1, 6, 37, 65, 9, 8, 13, 4, 35, 51, 42, null, null
448, 2, 29, 76, 6, 89, 96, 19, 4, 56, 38, 26, 67, 2.75
449, 2, 99, 64, 28, 63, 54, 52, 3, 47, 33, 92, 65, 3.21
450, 1, 82, 73, 64, 32, 53, 34, 2, 83, 21, 42, null, null
451, 1, 61, 67, 58, 74, 22, 72, 1, 73, 60, 79, null, null
452, 0, 82, 27, 89, 94, 9, 61, null, null, null
453, 1, 14, 93, 89, 27, 31, 11, 0, 37, 50, 76, null, null
454, 2, 0, 27, 52, 3, 3, 98, 0, 81, 16, 78, 81, 3.06
455, 2, 40, 38, 39, 58, 80, 11, 0, 76, 97, 46, 71, 3.08
456, 0, 1, 77, 50, 3, 6, 23, null, null, null
457, 2, 67, 23, 77, 63, 77, 1, 3, 39, 84, 12, 83, 3.51
458, 2, 52, 18, 31, 16, 60, 46, 4, 8, 18, 60, 72, 2.53
459, 2, 56, 26, 43, 88, 34, 89, 4, 88, 97, 25, 91, 2.87
460, 2, 33, 28, 15, 16, 18, 56, 1, 62, 75, 77, 93, 3.41
461, 2, 58, 82, 77, 90, 40, 58, 4, 54, 32, 82, 66, 3.63
462, 0, 21, 21, 55, 28, 42, 51, null, null, null
463, 1, 45, 17, 38, 25, 71, 25, 0, 9, 54, 91, null, null
464, 2, 21, 74, 69, 85, 68, 20, 3, 20, 55, 59, 84, 3.69
465, 0, 57, 1, 65, 7, 37, 45, null, null, null
466, 1, 16, 64, 67, 51, 67, 46, 4, 96, 36, 16, null, null
467, 2, 86, 90, 72, 72, 59, 36, 4, 69, 58, 86, 88, 3.61
468, 2, 75, 50, 47, 24, 4, 71, 2, 97, 93, 4, 89, 3.14
469, 2, 54, 51, 26, 93, 78, 96, 0, 20, 94, 17, 97, 3.37
470, 1, 18, 34, 64, 23, 82, 71, 0, 69, 29, 52, null, null
471, 2, 66, 77, 6, 47, 97, 14, 3, 71, 50, 61, 77, 2.41
472, 0, 47, 15, 18, 25, 85, 56, null, null, null
473, 0, 14, 45, 36, 25, 66, 14, null, null, null
474, 1, 63, 19, 49, 7, 6, 47, 0, 68, 81, 10, null, null
475, 0, 97, 46, 3, 2, 4, 20, null, null, null
476, 0, 15, 7, 82, 9, 63, 71, null, null, null
477, 1, 93, 41, 35, 42, 20, 35, 2, 2, 53, 33, null, null
478, 2, 71, 37, 30, 66, 55, 17, 0, 32, 94, 93, 94, 3.04
479, 0, 45, 3, 17, 67, 46, 25, null, null, null
480, 2, 77, 98, 18, 32, 58, 61, 1, 92, 51, 26, 91, 3.95
481, 0, 83, 85, 76, 47, 81, 12, null, null, null
482, 0, 41, 25, 97, 18, 70, 33, null, null, null
483, 1, 64, 63, 0, 96, 56, 96, 0, 48, 22, 6, null, null
484, 0, 83, 59, 49, 70, 68, 4, null, null, null
485, 2, 93, 52, 0, 12, 92, 14, 3, 74, 62, 21, 97, 3.68
486, 1, 23, 45, 66, 6, 37, 42, 0, 75, 93, 21, null, null
487, 0, 55, 19, 78, 59, 76, 71, null, null, null
488, 2, 81, 99, 66, 26, 83, 23, 0, 30, 1, 81, 60, 3.85
489, 0, 52, 50, 5, 6, 33, 93, null, null, null
490, 1, 75, 61, 19, 49, 73, 88, 1, 43, 91, 58, null, null
491, 1, 52, 18, 24, 59, 27, 15, 0, 3, 0, 1, null, null
492, 1, 94, 99, 69, 24, 49, 41, 1, 13, 39, 90, null, null
493, 1, 58, 76, 16, 36, 45, 67, 4, 2, 81, 41, null, null
494, 2, 68, 30, 79, 31, 70, 13, 3, 35, 73, 98, 63, 3.25
495, 2, 33, 19, 80, 97, 84, 74, 1, 61, 41, 2, 77, 2.67
496, 1, 36, 12, 62, 81, 6, 78, 1, 63, 28, 12, null, null
497, 1, 69, 97, 10, 28, 52, 33, 2, 63, 17, 57, null, null
498, 1, 36, 27, 10, 89, 95, 13, 4, 90, 41, 63, null, null
499, 1, 11, 99, 83, 95, 49, 9, 1, 33, 56, 92, null, null
500, 2, 45, 13, 87, 57, 14, 73, 3, 10, 23, 68, 67, 2.87
501, 1, 81, 55, 66, 80, 47, 82, 4, 6, 71, 38, null, null
502, 0, 51, 18, 34, 32, 29, 59, null, null, null
503, 1, 5, 11, 89, 48, 26, 56, 0, 46, 87, 46, null, null
504, 0, 98, 87, 90, 66, 92, 94, null, null, null
505, 2, 86, 45, 87, 29, 69, 0, 1, 17, 29, 46, 69, 3.5
506, 0, 33, 82, 44, 8, 18, 36, null, null, null
507, 2, 99, 13, 12, 30, 68, 92, 4, 10, 68, 12, 64, 3.08
508, 0, 16, 33, 43, 52, 49, 27, null, null, null
509, 2, 4, 65, 31, 5, 19, 42, 4, 32, 85, 58, 65, 3.24
510, 0, 78, 25, 83, 78, 79, 18, null, null, null
511, 0, 33, 91, 14, 35, 73, 33, null, null, null
512, 0, 87, 28, 53, 21, 7, 13, null, null, null
513, 0, 4, 94, 5, 86, 54, 84, null, null, null
514, 2, 48, 73, 28, 10, 26, 24, 1, 79, 97, 98, 69, 2.56
515, 0, 99, 52, 84, 60, 79, 36, null, null, null
516, 2, 55, 93, 41, 6, 33, 60, 0, 38, 38, 50, 79, 3.65
517, 1, 61, 18, 46, 26, 24, 76, 1, 21, 55, 88, null, null
518, 0, 11, 26, 80, 11, 50, 16, null, null, null
519, 2, 33, 33, 38, 62, 34, 10, 1, 73, 6, 92, 63, 2.91
520, 2, 51, 14, 25, 47, 18, 38, 4, 67, 95, 99, 60, 3.38
521, 2, 88, 52, 72, 87, 71, 27, 2, 48, 21, 14, 61, 2.71
522, 2, 51, 17, 83, 38, 21, 67, 2, 16, 5, 44, 73, 3.04
523, 0, 84, 26, 6, 58, 35, 93, null, null, null
524, 0, 58, 37, 5, 72, 68, 16, null, null, null
525, 1, 51, 42, 13, 34, 76, 11, 3, 97, 98, 77, null, null
526, 0, 67, 51, 93, 34, 52, 94, null, null, null
527, 0, 40, 69, 32, 44, 56, 29, null, null, null
528, 1, 7, 99, 54, 64, 71, 94, 1, 18, 79, 69, null, null
529, 2, 64, 39, 68, 56, 55, 19, 2, 60, 47, 14, 79, 2.76
530, 2, 92, 73, 5, 47, 70, 64, 1, 24, 29, 66, 79, 2.98
531, 1, 27, 35, 86, 70, 5, 7, 4, 52, 57, 93, null, null
532, 0, 50, 66, 45, 9, 70, 2, null, null, null
533, 1, 33, 15, 36, 57, 5, 50, 4, 59, 99, 44, null, null
534, 1, 13, 87, 96, 32, 27, 6, 3, 80, 55, 84, null, null
535, 1, 87, 75, 17, 42, 31, 8, 0, 18, 70, 54, null, null
536, 0, 50, 33, 53, 45, 87, 22, null, null, null
537, 0, 71, 0, 90, 68, 98, 52, null, null, null
538, 2, 78, 99, 69, 57, 99, 90, 2, 61, 77, 81, 91, 2.86
539, 1, 25, 88, 88, 60, 60, 79, 0, 19, 38, 95, null, null
540, 0, 20, 61, 16, 95, 97, 86, null, null, null
541, 2, 61, 4, 20, 33, 65, 61, 2, 85, 98, 88, 92, 2.95
542, 2, 48, 51, 87, 26, 58, 57, 3, 39, 82, 56, 73, 3.43
543, 0, 90, 26, 95, 95, 85, 99, null, null, null
544, 2, 81, 81, 62, 29, 75, 30, 4, 87, 70, 90, 98, 3.72
545, 0, 81, 32, 95, 0, 97, 61, null, null, null
546, 1, 23, 75, 38, 22, 58, 7, 3, 12, 20, 46, null, null
547, 0, 14, 26, 6, 0, 28, 82, null, null, null
548, 1, 74, 17, 61, 47, 54, 19, 2, 17, 85, 92, null, null
549, 0, 12, 27, 50, 45, 79, 2, null, null, null
550, 1, 30, 63, 28, 41, 71, 93, 0, 82, 49, 57, null, null
551, 1, 56, 53, 94, 56, 8, 25, 1, 41, 41, 23, null, null
552, 1, 73, 40, 40, 12, 28, 77, 2, 26, 23, 69, null, null
553, 1, 64, 62, 60, 77, 40, 97, 2, 21, 19, 16, null, null
554, 0, 37, 64, 20, 37, 33, 66, null, null, null
555, 1, 26, 9, 0, 49, 62, 33, 2, 69, 98, 6, null, null
556, 1, 83, 34, 72, 79, 32, 72, 0, 79, 29, 83, null, null
557, 2, 23, 46, 22, 58, 79, 50, 1, 67, 35, 7, 75, 3.31
558, 2, 23, 99, 34, 61, 6, 90, 3, 17, 90, 56, 62, 3.06
559, 0, 14, 90, 56, 58, 46, 94, null, null, null
560, 0, 0, 80, 42, 86, 94, 36, null, null, null
561, 2, 12, 62, 48, 48, 41, 15, 1, 50, 13, 7, 91, 2.97
562, 1, 33, 95, 37, 31, 19, 92, 4, 85, 14, 46, null, null
563, 1, 59, 79, 54, 69, 68, 51, 3, 1, 16, 1, null, null
564, 1, 79, 13, 70, 31, 94, 6, 4, 7, 42, 25, null, null
565, 2, 0, 73, 27, 70, 33, 70, 2, 20, 83, 28, 78, 3.58
566, 0, 32, 97, 36, 69, 59, 84, null, null, null
567, 0, 86, 58, 65, 29, 92, 14, null, null, null
568, 1, 62, 99, 31, 10, 92, 66, 2, 25, 24, 82, null, null
569, 0, 27, 51, 12, 97, 80, 99, null, null, null
570, 0, 71, 13, 38, 6, 74, 28, null, null, null
571, 0, 0, 83, 45, 0, 8, 56, null, null, null
572, 0, 75, 57, 42, 42, 50, 36, null, null, null
573, 0, 49, 54, 93, 82, 21, 81, null, null, null
574, 2, 46, 9, 59, 50, 63, 0, 2, 87, 58, 69, 92, 3.33
575, 2, 58, 42, 58, 62, 29, 81, 2, 6, 13, 14, 63, 3.79
576, 0, 63, 73, 29, 16, 20, 28, null, null, null
577, 0, 68, 68, 19, 47, 55, 97, null, null, null
578, 0, 72, 27, 95, 47, 96, 21, null, null, null
579, 2, 57, 32, 82, 10, 65, 42, 2, 62, 94, 8, 88, 3.03
580, 2, 0, 26, 42, 22, 99, 82, 4, 35, 50, 33, 95, 3.68
581, 2, 85, 69, 18, 78, 26, 28, 4, 56, 10, 60, 84, 3.78
582, 2, 8, 20, 37, 39, 36, 97, 3, 83, 35, 70, 64, 3.2
583, 2, 87, 90, 26, 87, 91, 68, 1, 58, 15, 22, 60, 3.09
584, 2, 58, 69, 12, 81, 97, 0, 4, 20, 62, 57, 64, 3.48
585, 2, 82, 23, 94, 91, 69, 31, 1, 15, 74, 56, 95, 2.76
586, 2, 64, 64, 73, 5, 89, 30, 4, 90, 36, 71, 92, 3.3
587, 1, 81, 8, 95, 24, 54, 15, 0, 82, 54, 4, null, null
588, 0, 65, 67, 28, 21, 51, 16, null, null, null
589, 0, 94, 92, 91, 21, 62, 19, null, null, null
590, 1, 87, 1, 99, 33, 83, 16, 2, 32, 40, 2, null, null
591, 1, 66, 2, 27, 87, 46, 85, 0, 23, 14, 77, null, null
592, 1, 38, 42, 96, 52, 52, 31, 2, 7, 22, 62, null, null
593, 0, 52, 32, 34, 65, 20, 72, null, null, null
594, 0, 54, 79, 95, 67, 77, 7, null, null, null
595, 2, 73, 62, 6, 33, 82, 19, 1, 70, 43, 74, 90, 2.74
596, 1, 62, 5, 71, 33, 0, 90, 4, 74, 59, 91, null, null
597, 0, 99, 3, 52, 95, 9, 1, null, null, null
598, 2, 68, 26, 60, 35, 54, 53, 4, 57, 9, 77, 60, 3.2
599, 0, 74, 82, 35, 83, 63, 24, null, null, null
600, 1, 17, 41, 8, 43, 2, 90, 2, 70, 44, 34, null, null
601, 1, 16, 80, 86, 76, 86, 76, 2, 0, 72, 6, null, null
602, 1, 73, 0, 21, 93, 35, 83, 3, 95, 42, 63, null, null
603, 2, 45, 42, 26, 28, 37, 84, 1, 61, 13, 32, 65, 3.21
604, 1, 33, 31, 99, 21, 14, 36, 3, 5, 64, 62, null, null
605, 0, 52, 69, 49, 15, 18, 83, null, null, null
606, 1, 88, 39, 52, 34, 98, 57, 4, 64, 10, 22, null, null
607, 0, 6, 96, 94, 62, 65, 93, null, null, null
608, 0, 86, 49, 44, 89, 4, 84, null, null, null
609, 2, 41, 27, 97, 2, 69, 66, 2, 24, 37, 42, 65, 3.19
610, 0, 83, 78, 52, 77, 71, 49, null, null, null
611, 2, 23, 6, 38, 94, 40, 47, 2, 95, 37, 95, 94, 3.28
612, 0, 29, 3, 33, 48, 65, 54, null, null, null
613, 2, 2, 63, 50, 58, 10, 36, 4, 75, 81, 87, 91, 3.33
614, 1, 92, 67, 71, 16, 71, 51, 2, 7, 84, 28, null, null
615, 1, 1, 14, 25, 98, 56, 77, 1, 66, 97, 70, null, null
616, 2, 78, 76, 45, 39, 45, 69, 4, 36, 94, 75, 73, 3.66
617, 0, 16, 60, 92, 9, 95, 25, null, null, null
618, 2, 94, 43, 80, 17, 59, 12, 2, 62, 19, 93, 64, 3.06
619, 0, 50, 56, 85, 67, 57, 10, null, null, null
620, 0, 17, 37, 64, 45, 48, 24, null, null, null
621, 2, 11, 2, 59, 86, 7, 6, 2, 16, 20, 2, 69, 3.17
622, 0, 96, 24, 36, 65, 84, 79, null, null, null
623, 1, 55, 70, 62, 79, 46, 57, 2, 45, 14, 78, null, null
624, 2, 98, 12, 58, 13, 61, 67, 0, 36, 14, 74, 73, 3.14
625, 1, 33, 76, 84, 32, 39, 15, 4, 88, 29, 8, null, null
626, 0, 34, 67, 15, 84, 25, 35, null, null, null
627, 1, 85, 29, 26, 79, 16, 52, 1, 76, 27, 80, null, null
628, 0, 95, 98, 67, 99, 95, 38, null, null, null
629, 1, 70, 52, 95, 63, 89, 83, 0, 37, 51, 74, null, null
630, 1, 97, 76, 84, 96, 56, 48, 1, 30, 18, 7, null, null
631, 0, 86, 46, 47, 36, 32, 48, null, null, null
632, 0, 63, 71, 30, 94, 46, 86, null, null, null
633, 0, 32, 20, 57, 42, 71, 67, null, null, null
634, 0, 83, 4, 76, 46, 92, 33, null, null, null
635, 1, 19, 99, 93, 34, 82, 90, 3, 38, 97, 92, null, null
636, 1, 99, 5, 39, 37, 37, 89, 1, 45, 50, 23, null, null
637, 2, 56, 50, 11, 78, 45, 54, 1, 90, 32, 13, 94, 3.42
638, 1, 83, 43, 39, 73, 95, 23, 0, 99, 57, 96, null, null
639, 1, 91, 20, 13, 29, 33, 85, 2, 19, 61, 35, null, null
640, 0, 7, 94, 85, 51, 83, 22, null, null, null
641, 2, 65, 7, 99, 46, 31, 92, 3, 6, 89, 58, 65, 3.2
642, 0, 78, 9, 93, 92, 35, 27, null, null, null
643, 1, 27, 30, 17, 8, 96, 50, 0, 20, 88, 45, null, null
644, 0, 15, 10, 10, 91, 96, 40, null, null, null
645, 2, 89, 59, 41, 80, 59, 51, 4, 97, 53, 61, 61, 3.23
646, 1, 10, 51, 35, 11, 59, 19, 1, 56, 76, 15, null, null
647, 2, 31, 26, 61, 90, 17, 50, 3, 13, 28, 88, 96, 3.11
648, 1, 32, 86, 26, 53, 26, 67, 4, 21, 42, 47, null, null
649, 2, 62, 28, 18, 72, 97, 4, 2, 61, 79, 8, 90, 3.19
650, 1, 29, 29, 99, 88, 56, 50, 3, 14, 51, 56, null, null
651, 1, 14, 0, 12, 43, 77, 5, 4, 81, 45, 9, null, null
652, 1, 5, 71, 66, 72, 21, 91, 2, 90, 96, 10, null, null
653, 0, 87, 17, 80, 75, 89, 22, null, null, null
654, 0, 60, 1, 57, 15, 77, 79, null, null, null
655, 1, 11, 85, 18, 76, 31, 39, 2, 99, 4, 2, null, null
656, 0, 83, 8, 38, 24, 14, 62, null, null, null
657, 2, 25, 86, 67, 45, 77, 17, 2, 96, 47, 27, 97, 3.65
658, 2, 51, 12, 95, 25, 96, 1, 1, 24, 42, 26, 79, 3.54
659, 1, 85, 73, 53, 28, 26, 58, 4, 80, 66, 35, null, null
660, 1, 16, 23, 42, 14, 60, 83, 1, 61, 85, 18, null, null
661, 0, 17, 18, 75, 2, 58, 52, null, null, null
662, 2, 81, 68, 9, 74, 85, 86, 4, 20, 70, 7, 97, 3.79
663, 1, 5, 36, 81, 43, 81, 57, 1, 88, 37, 55, null, null
664, 2, 44, 28, 60, 82, 31, 29, 0, 21, 26, 78, 66, 3.27
665, 2, 94, 74, 43, 39, 21, 23, 4, 42, 56, 52, 99, 3.5
666, 0, 7, 50, 79, 36, 79, 26, null, null, null
667, 1, 59, 27, 8, 45, 98, 58, 1, 89, 20, 23, null, null
668, 1, 27, 67, 39, 74, 43, 27, 2, 28, 25, 8, null, null
669, 1, 22, 64, 4, 52, 12, 44, 2, 93, 11, 78, null, null
670, 0, 1, 34, 6, 91, 41, 82, null, null, null
671, 2, 98, 45, 3, 99, 1, 54, 3, 89, 36, 42, 84, 4.0
672, 1, 41, 8, 31, 2, 7, 51, 0, 19, 88, 98, null, null
673, 1, 49, 62, 75, 78, 80, 73, 2, 42, 47, 35, null, null
674, 1, 4, 49, 49, 58, 10, 27, 0, 3, 41, 63, null, null
675, 1, 26, 42, 26, 16, 13, 20, 2, 44, 1, 42, null, null
676, 2, 5, 23, 56, 13, 68, 46, 0, 54, 8, 21, 65, 3.13
677, 2, 13, 28, 46, 40, 92, 19, 3, 85, 94, 2, 77, 2.41
678, 1, 19, 92, 92, 92, 95, 87, 1, 0, 68, 78, null, null
679, 1, 2, 4, 71, 43, 6, 49, 3, 18, 63, 40, null, null
680, 0, 34, 50, 15, 95, 85, 6, null, null, null
681, 1, 33, 0, 69, 8, 34, 86, 1, 70, 41, 37, null, null
682, 1, 97, 43, 63, 39, 38, 74, 0, 21, 21, 85, null, null
683, 1, 80, 56, 49, 31, 73, 33, 3, 2, 88, 82, null, null
684, 2, 61, 20, 32, 79, 69, 1, 0, 51, 81, 24, 83, 2.8
685, 0, 15, 2, 48, 46, 89, 39, null, null, null
686, 1, 98, 93, 54, 12, 51, 51, 4, 90, 43, 97, null, null
687, 2, 2, 79, 41, 79, 37, 53, 3, 31, 7, 50, 98, 3.44
688, 1, 62, 92, 10, 54, 93, 39, 0, 82, 79, 86, null, null
689, 2, 40, 62, 39, 44, 75, 99, 2, 80, 54, 96, 87, 3.59
690, 1, 70, 12, 41, 44, 97, 76, 0, 37, 11, 61, null, null
691, 1, 28, 58, 39, 43, 90, 12, 2, 17, 85, 71, null, null
692, 1, 73, 36, 84, 71, 51, 24, 3, 97, 57, 75, null, null
693, 0, 99, 40, 32, 13, 71, 59, null, null, null
694, 1, 60, 59, 27, 28, 99, 79, 4, 1, 4, 45, null, null
695, 0, 21, 44, 17, 51, 39, 69, null, null, null
696, 2, 98, 99, 43, 92, 47, 28, 0, 96, 79, 90, 65, 3.5
697, 1, 87, 44, 9, 93, 90, 43, 0, 61, 65, 21, null, null
698, 1, 26, 53, 62, 48, 37, 44, 1, 0, 70, 44, null, null
699, 0, 8, 26, 85, 92, 48, 34, null, null, null
700, 2, 11, 13, 36, 53, 88, 55, 3, 62, 53, 55, 84, 3.2
701, 2, 63, 41, 43, 96, 1, 57, 4, 62, 87, 80, 62, 2.71
702, 0, 16, 55, 50, 52, 97, 64, null, null, null
703, 2, 60, 73, 32, 7, 59, 9, 2, 60, 82, 49, 62, 3.14
704, 2, 22, 27, 77, 76, 76, 97, 1, 91, 89, 43, 86, 2.77
705, 2, 45, 48, 16, 38, 40, 14, 2, 84, 46, 85, 98, 3.41
706, 0, 19, 19, 1, 62, 48, 32, null, null, null
707, 0, 30, 41, 11, 57, 98, 95, null, null, null
708, 1, 64, 51, 11, 86, 55, 61, 1, 84, 53, 32, null, null
709, 1, 67, 99, 75, 7, 83, 87, 1, 52, 28, 7, null, null
710, 0, 45, 43, 95, 17, 82, 47, null, null, null
711, 1, 56, 94, 51, 25, 28, 53, 4, 22, 24, 6, null, null
712, 0, 48, 30, 9, 81, 88, 19, null, null, null
713, 1, 74, 47, 58, 48, 68, 71, 1, 97, 73, 1, null, null
714, 2, 74, 59, 65, 94, 88, 76, 4, 54, 80, 68, 81, 3.17
715, 2, 69, 88, 59, 8, 16, 13, 4, 75, 29, 59, 61, 3.61
716, 2, 40, 61, 61, 68, 34, 72, 0, 30, 22, 57, 66, 3.21
717, 0, 76, 59, 7, 95, 73, 10, null, null, null
718, 0, 71, 89, 72, 5, 33, 16, null, null, null
719, 0, 24, 55, 88, 72, 49, 30, null, null, null
720, 0, 7, 24, 81, 90, 70, 68, null, null, null
721, 1, 72, 37, 93, 5, 27, 97, 3, 83, 62, 93, null, null
722, 0, 18, 28, 74, 89, 52, 14, null, null, null
723, 1, 40, 69, 59, 4, 51, 56, 0, 88, 65, 26, null, null
724, 1, 9, 84, 37, 19, 89, 7, 1, 48, 88, 11, null, null
725, 0, 8, 73, 85, 19, 52, 35, null, null, null
726, 2, 24, 30, 21, 26, 75, 5, 1, 71, 35, 63, 87, 3.53
727, 2, 99, 41, 12, 61, 45, 73, 4, 45, 51, 95, 69, 3.7
728, 1, 19, 82, 83, 19, 30, 28, 2, 5, 25, 2, null, null
